lo_id,tags,type,language,requires_mastery,pedagogical_weight,duration_min,accuracy
b778,181|44|45|183,question,en,0.0,1.0,0.5,0.5
b772,179|38|39|185|181,question,en,0.0,1.0,0.5,0.5
b773,50|183|185|24,question,en,0.0,1.0,0.5,0.5
b774,181|39|185|38,question,en,0.0,1.0,0.5,0.5
b771,181|185|24|40,question,en,0.0,1.0,0.5,0.5
b770,179|31|32|185|181,question,en,0.0,1.0,0.5,0.5
b769,183|24|23|185|25,question,en,0.0,1.0,0.5,0.5
b767,181|183|48|24,question,en,0.0,1.0,0.5,0.5
b775,181|183|34|35,question,en,0.0,1.0,0.5,0.5
b2179,74,question,en,0.0,1.0,0.5,0.5
b766,41|183|185|24,question,en,0.0,1.0,0.5,0.5
b779,28|29|185|183,question,en,0.0,1.0,0.5,0.5
b781,44|45|185|183,question,en,0.0,1.0,0.5,0.5
b788,181|42|31|183,question,en,0.0,1.0,0.5,0.5
b765,183|31|32|185,question,en,0.0,1.0,0.5,0.5
b764,183|24|23|181|25,question,en,0.0,1.0,0.5,0.5
b761,41|183|184|24|30,question,en,0.0,1.0,0.5,0.5
b760,24|23|182|181|33,question,en,0.0,1.0,0.5,0.5
b791,28|29|181|185,question,en,0.0,1.0,0.5,0.5
b758,183|42|30|34|182,question,en,0.0,1.0,0.5,0.5
b2241,78,question,en,0.0,1.0,0.5,0.5
b2171,74,question,en,0.0,1.0,0.5,0.5
b2166,74,question,en,0.0,1.0,0.5,0.5
b2164,74,question,en,0.0,1.0,0.5,0.5
b2251,78,question,en,0.0,1.0,0.5,0.5
b2160,74,question,en,0.0,1.0,0.5,0.5
b2258,78,question,en,0.0,1.0,0.5,0.5
b2237,78,question,en,0.0,1.0,0.5,0.5
b800,41|184|181|24,question,en,0.0,1.0,0.5,0.5
b2228,137,question,en,0.0,1.0,0.5,0.5
b804,181|184|34|35,question,en,0.0,1.0,0.5,0.5
b5671,71,question,en,0.0,1.0,0.5,0.5
b158,181|2|8,question,en,0.0,1.0,0.5,0.5
b159,9|185|2,question,en,0.0,1.0,0.5,0.5
b160,185|2|8,question,en,0.0,1.0,0.5,0.5
b161,181|2|5,question,en,0.0,1.0,0.5,0.5
b162,183|3|2,question,en,0.0,1.0,0.5,0.5
b163,7|185|6,question,en,0.0,1.0,0.5,0.5
b164,181|7|10,question,en,0.0,1.0,0.5,0.5
b165,20|185|21,question,en,0.0,1.0,0.5,0.5
b166,18|7|185,question,en,0.0,1.0,0.5,0.5
b167,181|2|5,question,en,0.0,1.0,0.5,0.5
b71,181|179|1|2,question,en,0.0,1.0,0.5,0.5
b72,179|14|2|182,question,en,0.0,1.0,0.5,0.5
b73,179|183|2|5,question,en,0.0,1.0,0.5,0.5
b74,179|184|2|5,question,en,0.0,1.0,0.5,0.5
b76,182|2|8,question,en,0.0,1.0,0.5,0.5
b77,183|7|11,question,en,0.0,1.0,0.5,0.5
b78,184|7|17,question,en,0.0,1.0,0.5,0.5
b79,4|2|183,question,en,0.0,1.0,0.5,0.5
b80,179|15|2|182,question,en,0.0,1.0,0.5,0.5
b5574,181|16|2,question,en,0.0,1.0,0.5,0.5
b5575,182|2|8,question,en,0.0,1.0,0.5,0.5
b5576,4|2|183,question,en,0.0,1.0,0.5,0.5
b5577,181|2|5,question,en,0.0,1.0,0.5,0.5
b5578,182|2|8,question,en,0.0,1.0,0.5,0.5
b5579,18|183|7,question,en,0.0,1.0,0.5,0.5
b100,181|22|2,question,en,0.0,1.0,0.5,0.5
b103,4|184|2,question,en,0.0,1.0,0.5,0.5
b104,181|7|6,question,en,0.0,1.0,0.5,0.5
b105,179|2|5|182,question,en,0.0,1.0,0.5,0.5
b106,4|184|2,question,en,0.0,1.0,0.5,0.5
b107,179|183|7|10,question,en,0.0,1.0,0.5,0.5
b108,7|182|10,question,en,0.0,1.0,0.5,0.5
b31,181|179|1|2,question,en,0.0,1.0,0.5,0.5
b32,179|3|2|182,question,en,0.0,1.0,0.5,0.5
b33,179|4|2|183,question,en,0.0,1.0,0.5,0.5
b34,181|179|2|5,question,en,0.0,1.0,0.5,0.5
b35,183|7|6,question,en,0.0,1.0,0.5,0.5
b36,182|2|8,question,en,0.0,1.0,0.5,0.5
b37,181|179|9|2,question,en,0.0,1.0,0.5,0.5
b38,3|2|182,question,en,0.0,1.0,0.5,0.5
b39,179|183|7|10,question,en,0.0,1.0,0.5,0.5
b40,181|7|11,question,en,0.0,1.0,0.5,0.5
b187,181|4|2,question,en,0.0,1.0,0.5,0.5
b188,185|2|19,question,en,0.0,1.0,0.5,0.5
b189,185|2|8,question,en,0.0,1.0,0.5,0.5
b190,181|7|6,question,en,0.0,1.0,0.5,0.5
b191,4|2|183,question,en,0.0,1.0,0.5,0.5
b192,3|185|2,question,en,0.0,1.0,0.5,0.5
b193,181|4|2,question,en,0.0,1.0,0.5,0.5
b194,7|185|10,question,en,0.0,1.0,0.5,0.5
b195,20|185|21,question,en,0.0,1.0,0.5,0.5
b196,181|7|17,question,en,0.0,1.0,0.5,0.5
b51,181|14|2,question,en,0.0,1.0,0.5,0.5
b52,22|2|182,question,en,0.0,1.0,0.5,0.5
b53,183|2|19,question,en,0.0,1.0,0.5,0.5
b54,179|9|184|2,question,en,0.0,1.0,0.5,0.5
b55,181|7|6,question,en,0.0,1.0,0.5,0.5
b56,179|15|2|182,question,en,0.0,1.0,0.5,0.5
b57,179|183|20|21,question,en,0.0,1.0,0.5,0.5
b58,179|184|2|5,question,en,0.0,1.0,0.5,0.5
b59,183|7|17,question,en,0.0,1.0,0.5,0.5
b60,179|14|2|182,question,en,0.0,1.0,0.5,0.5
b41,181|4|2,question,en,0.0,1.0,0.5,0.5
b42,179|2|5|182,question,en,0.0,1.0,0.5,0.5
b43,183|16|2,question,en,0.0,1.0,0.5,0.5
b44,179|184|2|13,question,en,0.0,1.0,0.5,0.5
b45,181|7|6,question,en,0.0,1.0,0.5,0.5
b46,179|7|17|182,question,en,0.0,1.0,0.5,0.5
b47,179|4|2|183,question,en,0.0,1.0,0.5,0.5
b48,184|7|6,question,en,0.0,1.0,0.5,0.5
b49,179|183|7|6,question,en,0.0,1.0,0.5,0.5
b5608,183|16|2,question,en,0.0,1.0,0.5,0.5
b5610,2|182|12,question,en,0.0,1.0,0.5,0.5
b5611,181|3|2,question,en,0.0,1.0,0.5,0.5
b5613,4|2|183,question,en,0.0,1.0,0.5,0.5
b5600,15|2|183,question,en,0.0,1.0,0.5,0.5
b5601,179|184|2|5,question,en,0.0,1.0,0.5,0.5
b5558,181|15|2,question,en,0.0,1.0,0.5,0.5
b5559,183|2|8,question,en,0.0,1.0,0.5,0.5
b5560,7|185|10,question,en,0.0,1.0,0.5,0.5
b5561,1|185|2,question,en,0.0,1.0,0.5,0.5
b5562,181|4|2,question,en,0.0,1.0,0.5,0.5
b5563,183|7|6,question,en,0.0,1.0,0.5,0.5
b5614,181|179|3|2,question,en,0.0,1.0,0.5,0.5
b5615,9|2|182,question,en,0.0,1.0,0.5,0.5
b5616,183|2|12,question,en,0.0,1.0,0.5,0.5
b5617,22|184|2,question,en,0.0,1.0,0.5,0.5
b5618,181|179|9|2,question,en,0.0,1.0,0.5,0.5
b5619,179|2|5|182,question,en,0.0,1.0,0.5,0.5
b5620,183|7|17,question,en,0.0,1.0,0.5,0.5
b5621,179|184|2|12,question,en,0.0,1.0,0.5,0.5
b5622,183|7|6,question,en,0.0,1.0,0.5,0.5
b5623,20|182|21,question,en,0.0,1.0,0.5,0.5
b168,181|179|16|2,question,en,0.0,1.0,0.5,0.5
b169,179|22|2|182,question,en,0.0,1.0,0.5,0.5
b170,9|2|183,question,en,0.0,1.0,0.5,0.5
b171,9|184|2,question,en,0.0,1.0,0.5,0.5
b172,181|2|5,question,en,0.0,1.0,0.5,0.5
b173,7|17|182,question,en,0.0,1.0,0.5,0.5
b174,183|7|10,question,en,0.0,1.0,0.5,0.5
b175,184|7|17,question,en,0.0,1.0,0.5,0.5
b176,183|7|6,question,en,0.0,1.0,0.5,0.5
b177,7|182|6,question,en,0.0,1.0,0.5,0.5
b11,181|15|2,question,en,0.0,1.0,0.5,0.5
b12,1|2|182,question,en,0.0,1.0,0.5,0.5
b13,1|2|183,question,en,0.0,1.0,0.5,0.5
b14,184|2|8,question,en,0.0,1.0,0.5,0.5
b15,181|14|2,question,en,0.0,1.0,0.5,0.5
b16,20|182|21,question,en,0.0,1.0,0.5,0.5
b18,179|184|2|5,question,en,0.0,1.0,0.5,0.5
b19,183|20|21,question,en,0.0,1.0,0.5,0.5
b20,179|7|182|10,question,en,0.0,1.0,0.5,0.5
b129,9|2|183,question,en,0.0,1.0,0.5,0.5
b130,7|182|6,question,en,0.0,1.0,0.5,0.5
b131,181|2|19,question,en,0.0,1.0,0.5,0.5
b132,179|2|182|12,question,en,0.0,1.0,0.5,0.5
b133,179|183|2|8,question,en,0.0,1.0,0.5,0.5
b134,181|2|5,question,en,0.0,1.0,0.5,0.5
b135,4|2|183,question,en,0.0,1.0,0.5,0.5
b136,179|3|2|182,question,en,0.0,1.0,0.5,0.5
b137,181|2|5,question,en,0.0,1.0,0.5,0.5
b178,9|2|182,question,en,0.0,1.0,0.5,0.5
b179,179|183|2|5,question,en,0.0,1.0,0.5,0.5
b180,15|184|2,question,en,0.0,1.0,0.5,0.5
b181,181|9|2,question,en,0.0,1.0,0.5,0.5
b182,4|2|182,question,en,0.0,1.0,0.5,0.5
b183,179|15|2|183,question,en,0.0,1.0,0.5,0.5
b184,179|184|20|21,question,en,0.0,1.0,0.5,0.5
b185,183|7|11,question,en,0.0,1.0,0.5,0.5
b186,2|182|12,question,en,0.0,1.0,0.5,0.5
b149,181|2|13,question,en,0.0,1.0,0.5,0.5
b150,2|5|182,question,en,0.0,1.0,0.5,0.5
b151,181|7|6,question,en,0.0,1.0,0.5,0.5
b152,179|183|2|5,question,en,0.0,1.0,0.5,0.5
b153,179|182|2|8,question,en,0.0,1.0,0.5,0.5
b154,181|18|7,question,en,0.0,1.0,0.5,0.5
b156,4|2|183,question,en,0.0,1.0,0.5,0.5
b157,181|179|14|2,question,en,0.0,1.0,0.5,0.5
b5548,183|14|2,question,en,0.0,1.0,0.5,0.5
b5549,9|2|183,question,en,0.0,1.0,0.5,0.5
b5550,181|16|2,question,en,0.0,1.0,0.5,0.5
b5551,1|185|2,question,en,0.0,1.0,0.5,0.5
b5552,18|7|185,question,en,0.0,1.0,0.5,0.5
b5553,181|22|2,question,en,0.0,1.0,0.5,0.5
b5554,183|2|12,question,en,0.0,1.0,0.5,0.5
b5555,183|7|6,question,en,0.0,1.0,0.5,0.5
b5556,181|7|10,question,en,0.0,1.0,0.5,0.5
b5557,9|2|183,question,en,0.0,1.0,0.5,0.5
b5520,181|2|13,question,en,0.0,1.0,0.5,0.5
b5521,179|182|2|8,question,en,0.0,1.0,0.5,0.5
b5522,179|183|2|8,question,en,0.0,1.0,0.5,0.5
b5523,179|184|20|21,question,en,0.0,1.0,0.5,0.5
b5524,181|7|6,question,en,0.0,1.0,0.5,0.5
b5525,179|7|182|6,question,en,0.0,1.0,0.5,0.5
b5526,183|2|8,question,en,0.0,1.0,0.5,0.5
b5527,184|2|5,question,en,0.0,1.0,0.5,0.5
b5528,183|2|8,question,en,0.0,1.0,0.5,0.5
b5529,4|2|182,question,en,0.0,1.0,0.5,0.5
b5530,181|179|2|8,question,en,0.0,1.0,0.5,0.5
b5531,179|9|2|182,question,en,0.0,1.0,0.5,0.5
b5532,183|2|180,question,en,0.0,1.0,0.5,0.5
b5533,9|184|2,question,en,0.0,1.0,0.5,0.5
b5534,181|7|17,question,en,0.0,1.0,0.5,0.5
b5535,179|2|182|12,question,en,0.0,1.0,0.5,0.5
b5536,22|2|183,question,en,0.0,1.0,0.5,0.5
b5538,179|183|2|13,question,en,0.0,1.0,0.5,0.5
b5539,1|2|182,question,en,0.0,1.0,0.5,0.5
b139,183|14|2,question,en,0.0,1.0,0.5,0.5
b140,181|179|16|2,question,en,0.0,1.0,0.5,0.5
b141,9|2|183,question,en,0.0,1.0,0.5,0.5
b142,2|182|12,question,en,0.0,1.0,0.5,0.5
b143,181|7|11,question,en,0.0,1.0,0.5,0.5
b144,4|2|182,question,en,0.0,1.0,0.5,0.5
b145,183|2|13,question,en,0.0,1.0,0.5,0.5
b146,181|179|7|6,question,en,0.0,1.0,0.5,0.5
b5624,183|7|6,question,en,0.0,1.0,0.5,0.5
b5625,9|2|183,question,en,0.0,1.0,0.5,0.5
b5626,181|15|2,question,en,0.0,1.0,0.5,0.5
b5627,7|185|6,question,en,0.0,1.0,0.5,0.5
b5631,1|2|183,question,en,0.0,1.0,0.5,0.5
b5632,181|2|5,question,en,0.0,1.0,0.5,0.5
b5633,20|185|21,question,en,0.0,1.0,0.5,0.5
b5564,181|179|2|13,question,en,0.0,1.0,0.5,0.5
b5565,179|4|2|182,question,en,0.0,1.0,0.5,0.5
b5566,179|183|20|21,question,en,0.0,1.0,0.5,0.5
b5567,184|2|19,question,en,0.0,1.0,0.5,0.5
b5568,181|7|11,question,en,0.0,1.0,0.5,0.5
b5569,2|5|182,question,en,0.0,1.0,0.5,0.5
b5570,183|16|2,question,en,0.0,1.0,0.5,0.5
b5571,184|14|2,question,en,0.0,1.0,0.5,0.5
b5572,183|7|11,question,en,0.0,1.0,0.5,0.5
b5573,7|17|182,question,en,0.0,1.0,0.5,0.5
b5599,181|2|12,question,en,0.0,1.0,0.5,0.5
b5602,181|18|7,question,en,0.0,1.0,0.5,0.5
b5603,7|182|6,question,en,0.0,1.0,0.5,0.5
b5604,183|7|11,question,en,0.0,1.0,0.5,0.5
b5605,179|184|7|17,question,en,0.0,1.0,0.5,0.5
b5606,179|4|2|183,question,en,0.0,1.0,0.5,0.5
b119,181|4|2,question,en,0.0,1.0,0.5,0.5
b120,1|185|2,question,en,0.0,1.0,0.5,0.5
b121,20|185|21,question,en,0.0,1.0,0.5,0.5
b122,181|2|8,question,en,0.0,1.0,0.5,0.5
b123,183|7|17,question,en,0.0,1.0,0.5,0.5
b124,20|185|21,question,en,0.0,1.0,0.5,0.5
b125,181|7|6,question,en,0.0,1.0,0.5,0.5
b126,15|185|2,question,en,0.0,1.0,0.5,0.5
b127,7|185|6,question,en,0.0,1.0,0.5,0.5
b128,181|2|13,question,en,0.0,1.0,0.5,0.5
b91,181|179|2|5,question,en,0.0,1.0,0.5,0.5
b92,4|2|182,question,en,0.0,1.0,0.5,0.5
b94,179|1|184|2,question,en,0.0,1.0,0.5,0.5
b95,181|179|2|8,question,en,0.0,1.0,0.5,0.5
b96,7|182|6,question,en,0.0,1.0,0.5,0.5
b97,183|7|6,question,en,0.0,1.0,0.5,0.5
b98,179|184|2|5,question,en,0.0,1.0,0.5,0.5
b99,179|18|7|182,question,en,0.0,1.0,0.5,0.5
b878,183|24|51|26|181,question,en,0.0,1.0,0.5,0.5
b879,183|184|27|24|25,question,en,0.0,1.0,0.5,0.5
b880,41|183|184|24,question,en,0.0,1.0,0.5,0.5
b881,179|44|27|45|182|181,question,en,0.0,1.0,0.5,0.5
b884,42|184|34|183,question,en,0.0,1.0,0.5,0.5
b885,24|23|182|181|25,question,en,0.0,1.0,0.5,0.5
b887,44|184|49|183,question,en,0.0,1.0,0.5,0.5
b888,181|182|34|35,question,en,0.0,1.0,0.5,0.5
b889,183|35|30|34|181,question,en,0.0,1.0,0.5,0.5
b890,24|23|182|181|33,question,en,0.0,1.0,0.5,0.5
b892,183|27|24|26|181,question,en,0.0,1.0,0.5,0.5
b894,50|183|182|24,question,en,0.0,1.0,0.5,0.5
b895,183|44|45|182,question,en,0.0,1.0,0.5,0.5
b896,183|31|32|182,question,en,0.0,1.0,0.5,0.5
b897,183|30|182|36|37,question,en,0.0,1.0,0.5,0.5
b898,184|31|32|30|181,question,en,0.0,1.0,0.5,0.5
b899,182|184|24|40,question,en,0.0,1.0,0.5,0.5
b900,184|182|24|43,question,en,0.0,1.0,0.5,0.5
b902,184|30|46|181|47,question,en,0.0,1.0,0.5,0.5
b961,183|184|36|37,question,en,0.0,1.0,0.5,0.5
b963,183|182|24|40,question,en,0.0,1.0,0.5,0.5
b965,183|182|33|24,question,en,0.0,1.0,0.5,0.5
b968,44|45|184|183,question,en,0.0,1.0,0.5,0.5
b970,27|38|182|181|37,question,en,0.0,1.0,0.5,0.5
b973,28|29|184|183,question,en,0.0,1.0,0.5,0.5
b974,183|184|24|40,question,en,0.0,1.0,0.5,0.5
b976,183|31|32|182,question,en,0.0,1.0,0.5,0.5
b979,181|182|24|40,question,en,0.0,1.0,0.5,0.5
b980,181|36|37|182,question,en,0.0,1.0,0.5,0.5
b981,183|184|36|37,question,en,0.0,1.0,0.5,0.5
b982,183|182|33|24,question,en,0.0,1.0,0.5,0.5
b903,181|183|24|25,question,en,0.0,1.0,0.5,0.5
b904,41|184|182|24,question,en,0.0,1.0,0.5,0.5
b905,41|183|182|24,question,en,0.0,1.0,0.5,0.5
b906,182|184|26|24,question,en,0.0,1.0,0.5,0.5
b910,182|184|24|40,question,en,0.0,1.0,0.5,0.5
b911,181|182|24|43,question,en,0.0,1.0,0.5,0.5
b912,181|184|24|43,question,en,0.0,1.0,0.5,0.5
b913,183|184|24|40,question,en,0.0,1.0,0.5,0.5
b914,184|24|30|181|33,question,en,0.0,1.0,0.5,0.5
b915,181|42|31|183,question,en,0.0,1.0,0.5,0.5
b916,181|184|31|32,question,en,0.0,1.0,0.5,0.5
b919,181|183|24|43,question,en,0.0,1.0,0.5,0.5
b921,181|39|184|38,question,en,0.0,1.0,0.5,0.5
b922,183|27|24|26|182,question,en,0.0,1.0,0.5,0.5
b923,181|31|32|182,question,en,0.0,1.0,0.5,0.5
b924,181|183|36|37,question,en,0.0,1.0,0.5,0.5
b926,181|182|24|40,question,en,0.0,1.0,0.5,0.5
b927,179|184|35|34|182,question,en,0.0,1.0,0.5,0.5
b929,184|182|24|43,question,en,0.0,1.0,0.5,0.5
b931,184|27|182|36|37,question,en,0.0,1.0,0.5,0.5
b681,183|182|26|24,question,en,0.0,1.0,0.5,0.5
b682,184|31|32|182,question,en,0.0,1.0,0.5,0.5
b684,50|183|182|24,question,en,0.0,1.0,0.5,0.5
b685,184|24|23|181|25,question,en,0.0,1.0,0.5,0.5
b686,179|184|38|39|30|182,question,en,0.0,1.0,0.5,0.5
b687,181|182|24|43,question,en,0.0,1.0,0.5,0.5
b691,181|50|183|24,question,en,0.0,1.0,0.5,0.5
b692,179|44|184|45|181,question,en,0.0,1.0,0.5,0.5
b695,28|183|30|29|181,question,en,0.0,1.0,0.5,0.5
b698,183|24|30|182|25,question,en,0.0,1.0,0.5,0.5
b703,39|184|182|38,question,en,0.0,1.0,0.5,0.5
b705,184|182|24|40,question,en,0.0,1.0,0.5,0.5
b706,183|182|26|24,question,en,0.0,1.0,0.5,0.5
b708,28|29|184|181,question,en,0.0,1.0,0.5,0.5
b739,24|30|182|181|25,question,en,0.0,1.0,0.5,0.5
b740,181|182|24|43,question,en,0.0,1.0,0.5,0.5
b741,183|27|38|39|182,question,en,0.0,1.0,0.5,0.5
b743,181|182|33|24,question,en,0.0,1.0,0.5,0.5
b744,183|31|32|182,question,en,0.0,1.0,0.5,0.5
b745,27|24|182|43|181,question,en,0.0,1.0,0.5,0.5
b747,181|182|26|24,question,en,0.0,1.0,0.5,0.5
b749,41|183|184|24,question,en,0.0,1.0,0.5,0.5
b750,183|31|32|182,question,en,0.0,1.0,0.5,0.5
b751,181|47|46|182,question,en,0.0,1.0,0.5,0.5
b752,181|36|37|182,question,en,0.0,1.0,0.5,0.5
b754,28|29|184|183,question,en,0.0,1.0,0.5,0.5
b755,181|44|45|182,question,en,0.0,1.0,0.5,0.5
b756,50|183|182|24,question,en,0.0,1.0,0.5,0.5
b757,181|182|24|40,question,en,0.0,1.0,0.5,0.5
b759,42|30|34|182|181,question,en,0.0,1.0,0.5,0.5
b762,183|44|30|45|182,question,en,0.0,1.0,0.5,0.5
b763,183|184|35|30|34,question,en,0.0,1.0,0.5,0.5
b1150,183|44|45|182,question,en,0.0,1.0,0.5,0.5
b794,179|44|183|45|185,question,en,0.0,1.0,0.5,0.5
b796,28|29|184|181,question,en,0.0,1.0,0.5,0.5
b801,183|184|26|24,question,en,0.0,1.0,0.5,0.5
b802,181|184|24|43,question,en,0.0,1.0,0.5,0.5
b803,179|185|46|181|47,question,en,0.0,1.0,0.5,0.5
b805,179|183|184|35|34,question,en,0.0,1.0,0.5,0.5
b806,184|38|39|30|181,question,en,0.0,1.0,0.5,0.5
b807,184|185|26|24,question,en,0.0,1.0,0.5,0.5
b808,28|184|32|181,question,en,0.0,1.0,0.5,0.5
b809,181|50|184|24,question,en,0.0,1.0,0.5,0.5
b812,181|184|24|43,question,en,0.0,1.0,0.5,0.5
b814,183|185|24|40,question,en,0.0,1.0,0.5,0.5
b815,179|184|38|39|181,question,en,0.0,1.0,0.5,0.5
b816,181|184|24|40,question,en,0.0,1.0,0.5,0.5
b818,181|184|47|46,question,en,0.0,1.0,0.5,0.5
b820,184|42|30|34|181,question,en,0.0,1.0,0.5,0.5
b1008,183|24|23|181|25,question,en,0.0,1.0,0.5,0.5
b1009,28|45|184|183,question,en,0.0,1.0,0.5,0.5
b1010,41|183|185|24,question,en,0.0,1.0,0.5,0.5
b1011,181|39|183|38,question,en,0.0,1.0,0.5,0.5
b1012,184|24|23|185|33,question,en,0.0,1.0,0.5,0.5
b1014,181|185|24|40,question,en,0.0,1.0,0.5,0.5
b1015,181|44|45|185,question,en,0.0,1.0,0.5,0.5
b1017,28|29|185|183,question,en,0.0,1.0,0.5,0.5
b1021,181|185|24|40,question,en,0.0,1.0,0.5,0.5
b1024,50|183|185|24,question,en,0.0,1.0,0.5,0.5
b1026,183|27|24|185|43,question,en,0.0,1.0,0.5,0.5
b1029,181|184|31|32,question,en,0.0,1.0,0.5,0.5
b1030,185|184|34|35,question,en,0.0,1.0,0.5,0.5
b1031,24|30|185|181|25,question,en,0.0,1.0,0.5,0.5
b1032,184|31|32|183,question,en,0.0,1.0,0.5,0.5
b1033,181|183|34|35,question,en,0.0,1.0,0.5,0.5
b1034,183|185|26|24,question,en,0.0,1.0,0.5,0.5
b1036,31|32|30|185|181,question,en,0.0,1.0,0.5,0.5
b1037,184|31|32|183,question,en,0.0,1.0,0.5,0.5
b229,183|185|33|24,question,en,0.0,1.0,0.5,0.5
b232,183|31|32|185,question,en,0.0,1.0,0.5,0.5
b233,28|29|181|185,question,en,0.0,1.0,0.5,0.5
b235,181|185|33|24,question,en,0.0,1.0,0.5,0.5
b236,44|45|185|183,question,en,0.0,1.0,0.5,0.5
b238,183|27|24|26|181,question,en,0.0,1.0,0.5,0.5
b240,181|185|34|35,question,en,0.0,1.0,0.5,0.5
b241,181|183|24|40,question,en,0.0,1.0,0.5,0.5
b242,41|183|185|24,question,en,0.0,1.0,0.5,0.5
b243,28|183|27|29|185,question,en,0.0,1.0,0.5,0.5
b245,183|185|24|25,question,en,0.0,1.0,0.5,0.5
b246,183|24|30|185|50,question,en,0.0,1.0,0.5,0.5
b247,181|185|31|32,question,en,0.0,1.0,0.5,0.5
b248,181|184|24|40,question,en,0.0,1.0,0.5,0.5
b249,184|27|38|39|185,question,en,0.0,1.0,0.5,0.5
b250,179|38|39|185|181,question,en,0.0,1.0,0.5,0.5
b251,183|184|36|37,question,en,0.0,1.0,0.5,0.5
b252,41|183|181|24,question,en,0.0,1.0,0.5,0.5
b253,185|31|32|183,question,en,0.0,1.0,0.5,0.5
b255,181|185|31|32,question,en,0.0,1.0,0.5,0.5
b1525,183|184|185|52|54,question,en,0.0,1.0,0.5,0.5
b1526,183|53|185|181|56|52,question,en,0.0,1.0,0.5,0.5
b1527,181|184|185|54,question,en,0.0,1.0,0.5,0.5
b1528,183|53|185|181|55|52,question,en,0.0,1.0,0.5,0.5
b1529,183|184|53|181|54|52,question,en,0.0,1.0,0.5,0.5
b1402,184|181|56|54|52,question,en,0.0,1.0,0.5,0.5
b1403,185|181|56|55|52,question,en,0.0,1.0,0.5,0.5
b1404,52|183|184|54,question,en,0.0,1.0,0.5,0.5
b1405,184|181|53|52|54,question,en,0.0,1.0,0.5,0.5
b1406,53|185|181|54|52,question,en,0.0,1.0,0.5,0.5
b1407,184|181|53|52|54,question,en,0.0,1.0,0.5,0.5
b1408,183|184|53|55|54,question,en,0.0,1.0,0.5,0.5
b1410,181|56|184|52,question,en,0.0,1.0,0.5,0.5
b1738,183|53|185|52|54,question,en,0.0,1.0,0.5,0.5
b1739,179|183|184|53|52|54,question,en,0.0,1.0,0.5,0.5
b1741,179|183|184|53|52|54,question,en,0.0,1.0,0.5,0.5
b1743,179|53|185|181|55|52,question,en,0.0,1.0,0.5,0.5
b1744,184|53|181|54|52,question,en,0.0,1.0,0.5,0.5
b1745,183|184|53|52|55,question,en,0.0,1.0,0.5,0.5
b1746,183|53|185|56|54,question,en,0.0,1.0,0.5,0.5
b1747,179|53|185|181|55|54,question,en,0.0,1.0,0.5,0.5
b1540,179|183|53|185|52|54,question,en,0.0,1.0,0.5,0.5
b1543,179|184|181|56|55|52,question,en,0.0,1.0,0.5,0.5
b1544,179|183|53|185|52|54,question,en,0.0,1.0,0.5,0.5
b1545,184|181|56|54|52,question,en,0.0,1.0,0.5,0.5
b1546,53|185|181|56|54,question,en,0.0,1.0,0.5,0.5
b1547,181|184|53|52,question,en,0.0,1.0,0.5,0.5
b1548,185|181|56|55|52,question,en,0.0,1.0,0.5,0.5
b1549,52|184|181|54,question,en,0.0,1.0,0.5,0.5
b1565,53|185|181|56|55,question,en,0.0,1.0,0.5,0.5
b1567,184|181|56|55|52,question,en,0.0,1.0,0.5,0.5
b1568,53|185|181|56|54,question,en,0.0,1.0,0.5,0.5
b1569,183|184|53|52|54,question,en,0.0,1.0,0.5,0.5
b1572,52|183|184|55,question,en,0.0,1.0,0.5,0.5
b1573,184|53|181|56|55,question,en,0.0,1.0,0.5,0.5
b1574,184|181|56|55|52,question,en,0.0,1.0,0.5,0.5
b1575,179|183|53|57|182|54,question,en,0.0,1.0,0.5,0.5
b1576,181|57|182|52|55,question,en,0.0,1.0,0.5,0.5
b1579,183|53|57|182|54,question,en,0.0,1.0,0.5,0.5
b1665,179|183|53|185|54|58,question,en,0.0,1.0,0.5,0.5
b1666,53|185|181|55|58,question,en,0.0,1.0,0.5,0.5
b1667,179|183|53|185|56|58,question,en,0.0,1.0,0.5,0.5
b1668,183|184|52|54|58,question,en,0.0,1.0,0.5,0.5
b1670,179|183|184|52|56|58,question,en,0.0,1.0,0.5,0.5
b1671,53|185|181|56|58,question,en,0.0,1.0,0.5,0.5
b1672,52|185|181|58,question,en,0.0,1.0,0.5,0.5
b1673,181|184|53|58,question,en,0.0,1.0,0.5,0.5
b1674,183|185|52|56|58,question,en,0.0,1.0,0.5,0.5
b1432,183|184|182|52|55,question,en,0.0,1.0,0.5,0.5
b1435,183|184|53|182|52|54,question,en,0.0,1.0,0.5,0.5
b1436,179|184|182|181|56|52,question,en,0.0,1.0,0.5,0.5
b1437,183|53|182|181|52,question,en,0.0,1.0,0.5,0.5
b1438,183|184|53|182|54,question,en,0.0,1.0,0.5,0.5
b1439,183|182|181|56|55|52,question,en,0.0,1.0,0.5,0.5
b1603,56|183|54|182,question,en,0.0,1.0,0.5,0.5
b1604,53|182|181|55|52,question,en,0.0,1.0,0.5,0.5
b1606,184|53|181|55|54,question,en,0.0,1.0,0.5,0.5
b1607,183|57|182|52|56,question,en,0.0,1.0,0.5,0.5
b1609,182|181|56|54|52,question,en,0.0,1.0,0.5,0.5
b1610,183|57|182|52|55,question,en,0.0,1.0,0.5,0.5
b1611,184|182|181|56|54|52,question,en,0.0,1.0,0.5,0.5
b1612,52|183|54|182,question,en,0.0,1.0,0.5,0.5
